Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
32,No,Research & Development,2,Life Sciences,1,1235,4,Female,38,3,2,3,Single,4998,2338,Yes,14,3,4,80,10,3,8,0
36,No,Research & Development,1,Technical Degree,1,1237,3,Female,77,1,3,1,Divorced,10252,4235,Yes,21,4,3,80,17,3,7,7
33,No,Research & Development,9,Medical,1,1238,1,Male,60,3,1,4,Married,2781,6311,No,13,3,2,80,15,3,14,4
40,No,Sales,10,Technical Degree,1,1239,2,Female,84,2,2,2,Divorced,6852,11591,No,12,3,2,80,7,4,5,1
25,No,Sales,10,Life Sciences,1,1240,3,Male,57,3,2,4,Single,4950,20623,No,14,3,2,80,5,3,4,1
30,No,Research & Development,1,Medical,1,1241,4,Male,63,3,1,2,Married,3579,9369,Yes,21,4,1,80,12,3,11,5
42,No,Research & Development,26,Medical,1,1242,1,Female,60,3,3,1,Married,13191,23281,Yes,17,3,3,80,20,3,1,0
35,No,Sales,8,Marketing,1,1243,3,Female,78,2,3,4,Married,10377,13755,Yes,11,3,2,80,16,2,13,4
27,No,Research & Development,14,Life Sciences,1,1244,1,Male,42,3,1,1,Married,2235,14377,Yes,14,3,4,80,9,2,9,6
54,No,Research & Development,1,Life Sciences,1,1245,4,Female,53,3,3,3,Divorced,10502,9659,No,17,3,1,80,33,1,5,1
44,No,Research & Development,2,Life Sciences,1,1246,1,Female,72,4,1,4,Married,2011,19982,No,13,3,4,80,10,3,10,7
19,Yes,Research & Development,10,Medical,1,1248,1,Female,96,2,1,2,Single,1859,6148,Yes,25,4,2,80,1,4,1,0
29,No,Research & Development,1,Life Sciences,1,1249,1,Female,97,3,1,4,Divorced,3760,5598,No,15,3,1,80,3,3,3,1
54,No,Research & Development,3,Life Sciences,1,1250,4,Male,85,3,4,4,Married,17779,23474,No,14,3,1,80,36,3,10,0
31,No,Research & Development,11,Medical,1,1251,3,Male,80,3,2,1,Married,6833,17089,Yes,12,3,4,80,6,2,6,0
31,No,Research & Development,24,Medical,1,1252,3,Female,96,2,2,1,Single,6812,17198,No,19,3,2,80,10,3,10,1
59,No,Sales,3,Life Sciences,1,1254,3,Female,48,2,2,4,Single,5171,16490,No,17,3,4,80,13,3,6,0
43,No,Research & Development,3,Life Sciences,1,1255,3,Male,96,1,5,4,Married,19740,18625,No,14,3,2,80,25,3,8,0
49,No,Research & Development,4,Medical,1,1256,1,Male,85,2,5,3,Married,18711,12124,No,13,3,3,80,23,4,1,0
36,No,Research & Development,3,Technical Degree,1,1257,3,Male,46,3,1,2,Married,3692,9256,No,12,3,3,80,12,2,11,0
48,No,Research & Development,2,Technical Degree,1,1258,4,Male,76,4,1,2,Single,2559,16620,No,11,3,3,80,7,2,1,0
27,No,Research & Development,4,Life Sciences,1,1259,1,Male,76,3,1,3,Divorced,2517,3208,No,11,3,2,80,5,3,5,0
29,No,Research & Development,7,Life Sciences,1,1260,3,Male,82,3,2,4,Divorced,6623,4204,Yes,11,3,2,80,6,3,6,1
48,No,Research & Development,1,Life Sciences,1,1263,4,Male,76,2,5,4,Single,18265,8733,No,12,3,3,80,25,4,1,0
29,No,Research & Development,1,Life Sciences,1,1264,4,Female,87,2,4,4,Divorced,16124,3423,No,14,3,2,80,9,2,7,1
34,No,Research & Development,20,Technical Degree,1,1265,3,Female,89,4,1,3,Married,2585,21643,No,17,3,4,80,2,2,1,0
44,No,Sales,5,Marketing,1,1267,2,Male,88,3,5,2,Married,18213,8751,No,11,3,3,80,26,3,22,3
33,No,Sales,10,Marketing,1,1268,4,Male,82,4,3,3,Divorced,8380,21708,Yes,14,3,4,80,10,3,9,0
19,No,Research & Development,25,Life Sciences,1,1269,2,Female,57,4,1,4,Single,2994,21221,Yes,12,3,4,80,1,3,1,0
23,No,Research & Development,1,Life Sciences,1,1270,4,Male,47,3,1,3,Married,1223,16901,No,22,4,4,80,1,3,1,0
25,Yes,Sales,24,Life Sciences,1,1273,3,Male,73,1,1,4,Single,1118,8040,Yes,14,3,4,80,1,3,1,1
26,No,Research & Development,4,Life Sciences,1,1275,3,Male,53,3,1,4,Single,2875,9973,Yes,20,4,2,80,8,2,8,2
45,Yes,Sales,2,Marketing,1,1277,1,Female,94,1,5,2,Single,18824,2493,Yes,16,3,1,80,26,3,24,1
55,No,Research & Development,8,Medical,1,1278,4,Male,37,2,4,2,Divorced,13577,25592,Yes,15,3,4,80,34,3,33,15
21,Yes,Research & Development,10,Life Sciences,1,1279,1,Female,45,2,1,3,Single,2625,25308,No,20,4,3,80,2,1,2,2
46,No,Sales,4,Marketing,1,1280,4,Female,33,2,5,2,Married,18789,9946,No,14,3,3,80,26,3,11,0
34,No,Sales,2,Marketing,1,1281,3,Female,86,3,2,1,Single,4538,6039,Yes,12,3,4,80,4,3,3,0
51,No,Sales,9,Life Sciences,1,1282,4,Male,83,3,5,2,Divorced,19847,19196,Yes,24,4,1,80,31,2,29,11
59,No,Research & Development,18,Medical,1,1283,4,Male,67,3,3,4,Single,10512,20002,No,12,3,4,80,25,2,9,5
34,No,Research & Development,19,Medical,1,1285,3,Female,46,3,2,2,Divorced,4444,22534,No,13,3,3,80,15,4,11,5
28,No,Research & Development,1,Medical,1,1286,4,Male,44,3,1,3,Single,2154,6842,Yes,11,3,3,80,5,2,4,0
44,No,Research & Development,4,Life Sciences,1,1288,3,Male,92,4,5,1,Divorced,19190,17477,No,14,3,4,80,26,2,25,14
34,No,Human Resources,11,Life Sciences,1,1289,3,Male,56,2,2,2,Married,4490,21833,No,11,3,4,80,14,4,10,1
35,No,Research & Development,6,Life Sciences,1,1291,3,Male,66,3,1,3,Married,3506,6020,Yes,14,3,4,80,4,3,3,2
42,No,Research & Development,7,Medical,1,1292,2,Female,78,4,2,2,Married,2372,5628,Yes,16,3,4,80,18,3,1,0
43,No,Sales,4,Marketing,1,1293,4,Female,56,2,3,4,Single,10231,20364,No,14,3,4,80,23,4,21,15
36,No,Research & Development,2,Life Sciences,1,1294,3,Female,53,3,2,2,Single,5410,2323,Yes,11,3,4,80,18,3,16,5
44,Yes,Research & Development,15,Medical,1,1295,1,Female,73,3,3,4,Married,7978,14075,No,11,3,4,80,10,3,10,0
28,No,Research & Development,2,Life Sciences,1,1296,4,Male,52,2,1,4,Married,3867,14222,Yes,12,3,2,80,2,3,2,2
51,No,Research & Development,6,Medical,1,1297,2,Female,40,2,1,3,Single,2838,4257,No,14,3,2,80,8,2,7,7
30,No,Research & Development,9,Medical,1,1298,3,Female,72,3,2,3,Single,4695,12858,Yes,18,3,3,80,10,3,8,1
29,Yes,Research & Development,7,Technical Degree,1,1299,2,Female,39,3,1,3,Divorced,3339,17285,Yes,13,3,1,80,10,3,7,7
28,No,Research & Development,1,Technical Degree,1,1301,4,Male,84,3,1,1,Single,2080,4732,No,11,3,2,80,5,2,3,1
25,No,Research & Development,1,Medical,1,1303,4,Female,40,3,1,2,Single,2096,18830,No,18,3,4,80,2,2,2,2
32,No,Sales,8,Medical,1,1304,3,Male,56,4,2,4,Married,6209,11693,No,15,3,3,80,10,4,10,0
45,No,Research & Development,25,Medical,1,1306,2,Female,83,3,5,2,Single,18061,13035,No,22,4,3,80,22,3,0,0
39,No,Research & Development,13,Medical,1,1307,3,Female,94,2,4,2,Divorced,17123,17334,Yes,13,3,4,80,21,3,19,15
58,No,Research & Development,23,Life Sciences,1,1308,1,Male,88,3,1,3,Divorced,2372,26076,No,12,3,4,80,2,3,2,2
32,Yes,Research & Development,7,Life Sciences,1,1309,4,Male,79,3,2,3,Married,4883,22845,No,18,3,1,80,10,3,10,1
39,Yes,Research & Development,23,Medical,1,1310,3,Male,93,3,1,1,Single,3904,22154,No,13,3,1,80,6,3,5,0
30,No,Research & Development,6,Technical Degree,1,1311,1,Female,48,2,2,4,Married,4627,23631,No,12,3,1,80,10,3,9,6
36,No,Research & Development,10,Technical Degree,1,1312,4,Female,63,3,3,3,Married,7094,5747,No,12,3,1,80,10,3,7,1
46,No,Human Resources,1,Life Sciences,1,1314,4,Female,44,3,1,1,Single,3423,22957,No,12,3,3,80,10,4,7,5
28,No,Research & Development,1,Life Sciences,1,1315,3,Female,55,1,2,4,Married,6674,16392,No,11,3,1,80,10,3,9,7
50,No,Research & Development,28,Life Sciences,1,1317,4,Female,43,3,4,1,Married,16880,22422,Yes,11,3,2,80,25,3,3,1
40,Yes,Sales,25,Marketing,1,1318,4,Male,57,2,3,2,Single,9094,17235,Yes,12,3,3,80,9,3,5,1
52,Yes,Sales,5,Life Sciences,1,1319,2,Male,64,3,3,2,Single,8446,21534,Yes,19,3,3,80,10,2,8,7
30,No,Research & Development,17,Medical,1,1321,2,Female,95,3,3,1,Married,11916,25927,Yes,23,4,4,80,9,3,9,0
39,No,Research & Development,18,Life Sciences,1,1322,1,Male,32,3,2,3,Single,4534,13352,No,11,3,1,80,9,3,8,1
31,No,Sales,2,Life Sciences,1,1324,4,Female,57,3,3,3,Divorced,9852,8935,Yes,19,3,1,80,10,2,10,9
41,No,Sales,10,Medical,1,1329,3,Male,40,1,2,2,Single,6151,22074,No,13,3,1,80,19,3,19,11
31,Yes,Sales,1,Life Sciences,1,1331,4,Female,54,3,1,2,Single,2302,8319,Yes,11,3,1,80,3,4,3,2
44,Yes,Research & Development,3,Life Sciences,1,1333,1,Male,89,3,1,1,Married,2362,14669,No,12,3,3,80,10,4,3,1
42,No,Research & Development,2,Life Sciences,1,1334,3,Male,37,3,4,3,Married,17861,26582,Yes,13,3,4,80,21,2,20,2
55,No,Research & Development,2,Medical,1,1336,4,Female,58,1,5,3,Married,19187,6992,No,14,3,4,80,23,3,19,9
56,No,Human Resources,8,Life Sciences,1,1338,4,Male,99,3,5,2,Single,19717,4022,No,14,3,1,80,36,3,7,7
40,No,Research & Development,16,Life Sciences,1,1340,3,Male,74,3,1,3,Divorced,3544,8532,No,16,3,2,80,6,3,4,0
34,No,Research & Development,9,Life Sciences,1,1344,4,Male,86,3,3,4,Divorced,8500,5494,No,11,3,4,80,10,2,9,1
40,No,Research & Development,2,Life Sciences,1,1346,3,Male,98,3,2,4,Single,4661,22455,No,13,3,3,80,9,3,9,8
41,No,Sales,1,Marketing,1,1349,3,Female,66,3,2,1,Divorced,4103,4297,No,17,3,4,80,10,3,9,1
35,No,Research & Development,4,Life Sciences,1,1350,3,Male,87,3,2,3,Single,4249,2690,Yes,11,3,2,80,9,3,9,1
51,No,Human Resources,5,Life Sciences,1,1352,3,Male,84,3,4,2,Divorced,14026,17588,Yes,11,3,2,80,33,3,33,0
38,No,Sales,2,Life Sciences,1,1355,2,Female,31,3,2,1,Divorced,6893,19461,No,15,3,4,80,11,3,7,1
34,No,Sales,15,Medical,1,1356,3,Female,66,3,2,1,Single,6125,23553,No,12,3,4,80,10,4,10,9
25,No,Research & Development,19,Medical,1,1358,4,Male,67,3,1,4,Married,3669,9075,No,11,3,3,80,7,2,3,1
58,Yes,Research & Development,7,Medical,1,1360,3,Female,53,2,3,1,Married,10008,12023,Yes,14,3,4,80,31,2,10,5
40,No,Research & Development,1,Life Sciences,1,1361,2,Male,88,3,1,2,Married,2387,6762,No,22,4,3,80,7,3,4,0
36,No,Sales,7,Marketing,1,1362,1,Female,83,4,2,1,Married,4639,2261,No,16,3,4,80,17,2,15,6
48,No,Research & Development,4,Life Sciences,1,1363,4,Male,54,3,3,4,Single,7898,18706,No,11,3,3,80,11,3,10,0
27,No,Sales,11,Medical,1,1364,3,Female,98,4,1,4,Married,2534,6527,No,14,3,2,80,5,3,1,0
51,No,Research & Development,11,Technical Degree,1,1367,4,Female,82,2,4,2,Single,13142,24439,No,16,3,2,80,29,2,5,0
18,No,Research & Development,1,Life Sciences,1,1368,4,Female,97,3,1,4,Single,1611,19305,No,15,3,3,80,0,4,0,0
35,No,Research & Development,1,Medical,1,1369,4,Female,60,2,2,4,Married,5363,10846,No,12,3,2,80,10,3,9,0
27,No,Sales,2,Life Sciences,1,1371,4,Male,43,1,2,4,Single,5071,20392,No,20,4,2,80,8,3,6,0
55,Yes,Sales,13,Marketing,1,1372,1,Male,85,4,4,3,Single,13695,9277,Yes,17,3,3,80,24,2,19,3
56,No,Research & Development,23,Life Sciences,1,1373,4,Male,68,3,4,2,Married,13402,18235,Yes,12,3,1,80,33,3,19,15
34,No,Research & Development,26,Technical Degree,1,1374,1,Female,92,2,1,3,Divorced,2029,15891,No,20,4,3,80,5,3,5,0
40,No,Research & Development,2,Medical,1,1375,2,Female,89,4,2,3,Divorced,6377,13888,No,20,4,2,80,15,3,12,11
34,No,Research & Development,29,Medical,1,1377,2,Male,86,3,2,3,Married,5429,17491,No,13,3,1,80,10,3,8,7
31,Yes,Sales,2,Life Sciences,1,1379,3,Female,90,2,1,4,Single,2785,11882,No,14,3,3,80,3,4,1,0
35,Yes,Sales,18,Marketing,1,1380,4,Female,67,3,2,3,Married,4614,23288,Yes,18,3,3,80,5,2,4,3
38,No,Research & Development,7,Life Sciences,1,1382,4,Male,57,4,1,3,Divorced,2610,15748,No,11,3,4,80,4,3,4,0
34,No,Research & Development,2,Technical Degree,1,1383,3,Female,98,3,2,4,Single,6687,6163,No,11,3,4,80,14,4,14,4
28,No,Sales,26,Life Sciences,1,1387,3,Male,48,2,2,1,Married,4724,24232,No,11,3,3,80,5,3,5,0
31,Yes,Research & Development,22,Medical,1,1389,4,Male,98,3,2,3,Married,6179,21057,Yes,15,3,4,80,10,2,10,6
39,No,Sales,21,Life Sciences,1,1390,1,Male,44,2,2,4,Married,6120,3567,Yes,12,3,4,80,8,4,5,1
51,No,Sales,2,Marketing,1,1391,2,Male,52,3,3,2,Married,10596,15395,No,11,3,2,80,14,3,4,3
41,No,Research & Development,22,Life Sciences,1,1392,4,Female,75,3,2,4,Divorced,5467,13953,Yes,14,3,1,80,12,2,6,3
37,No,Research & Development,4,Life Sciences,1,1394,3,Male,54,3,1,3,Married,2996,5182,Yes,15,3,4,80,8,3,6,1
33,No,Sales,5,Life Sciences,1,1395,2,Male,61,3,2,4,Married,9998,19293,No,13,3,1,80,8,4,5,1
32,No,Sales,2,Marketing,1,1396,3,Male,36,3,2,2,Married,4078,20497,Yes,13,3,1,80,4,2,3,1
39,No,Research & Development,25,Life Sciences,1,1397,3,Male,71,3,3,3,Married,10920,3449,No,21,4,2,80,13,3,6,0
25,No,Sales,18,Life Sciences,1,1399,1,Male,93,4,2,3,Married,6232,12477,No,11,3,2,80,6,2,3,1
52,No,Research & Development,28,Medical,1,1401,4,Female,59,4,4,3,Married,13247,9731,Yes,11,3,2,80,24,2,5,0
43,No,Research & Development,6,Medical,1,1402,1,Female,73,2,2,3,Single,4081,20003,Yes,14,3,1,80,20,1,20,1
27,No,Sales,10,Marketing,1,1403,4,Female,98,2,2,4,Married,5769,7100,Yes,11,3,4,80,6,3,6,4
27,Yes,Research & Development,17,Life Sciences,1,1405,4,Female,51,3,1,3,Single,2394,25681,Yes,13,3,4,80,8,3,8,7
26,No,Research & Development,2,Medical,1,1407,1,Male,36,2,1,4,Single,3904,4050,No,12,3,4,80,5,3,4,1
42,No,Human Resources,10,Human Resources,1,1408,3,Female,31,3,4,1,Married,16799,16616,No,14,3,3,80,21,3,20,0
52,No,Research & Development,8,Other,1,1409,3,Female,54,3,1,1,Married,2950,17363,No,13,3,3,80,12,1,5,0
37,No,Research & Development,11,Medical,1,1411,1,Female,94,3,1,3,Single,3629,19106,No,18,3,1,80,8,3,3,0
35,No,Research & Development,18,Life Sciences,1,1412,3,Male,60,3,3,4,Single,9362,19944,No,11,3,3,80,10,3,2,2
25,No,Research & Development,1,Technical Degree,1,1415,1,Male,81,3,1,4,Married,3229,4910,No,11,3,2,80,7,2,3,0
26,No,Research & Development,7,Other,1,1417,3,Male,100,4,1,1,Single,3578,23577,No,12,3,4,80,8,3,7,0
29,No,Human Resources,17,Other,1,1419,2,Male,51,2,3,1,Single,7988,9769,No,13,3,1,80,10,2,10,0
49,Yes,Research & Development,28,Life Sciences,1,1420,1,Male,97,2,2,1,Single,4284,22710,No,20,4,1,80,20,3,4,1
29,Yes,Research & Development,14,Other,1,1421,3,Female,84,3,3,4,Single,7553,22930,Yes,12,3,1,80,9,3,8,7
54,No,Research & Development,1,Medical,1,1422,4,Female,54,3,4,4,Single,17328,5652,No,19,3,4,80,29,2,20,12
58,No,Research & Development,1,Medical,1,1423,4,Female,76,3,5,1,Married,19701,22456,Yes,21,4,3,80,32,3,9,1
55,No,Research & Development,1,Medical,1,1424,2,Male,81,4,4,4,Divorced,14732,12414,No,13,3,4,80,31,4,7,0
36,No,Sales,3,Marketing,1,1425,1,Female,99,3,2,2,Single,9278,20763,Yes,16,3,4,80,15,3,5,0
31,Yes,Sales,1,Life Sciences,1,1427,2,Female,50,1,1,3,Single,1359,16154,No,12,3,2,80,1,3,1,0
30,No,Sales,7,Marketing,1,1428,4,Female,73,3,2,1,Divorced,4779,12761,No,14,3,2,80,8,3,3,0
31,No,Research & Development,8,Life Sciences,1,1430,1,Female,93,3,4,2,Single,16422,8847,No,11,3,3,80,9,4,3,1
34,No,Research & Development,1,Other,1,1431,4,Male,91,3,1,1,Divorced,2996,20284,No,14,3,3,80,10,3,4,1
31,Yes,Research & Development,8,Life Sciences,1,1433,1,Female,34,2,1,2,Single,1261,22262,No,12,3,3,80,1,4,1,0
27,No,Research & Development,11,Life Sciences,1,1434,2,Male,91,3,1,1,Married,2099,7679,No,14,3,2,80,6,4,5,1
36,No,Research & Development,4,Life Sciences,1,1435,1,Male,37,2,2,4,Single,5810,22604,No,16,3,3,80,10,2,10,1
36,No,Sales,16,Marketing,1,1436,3,Female,98,2,2,1,Married,5647,13494,No,13,3,1,80,11,2,3,0
47,No,Research & Development,1,Technical Degree,1,1438,1,Male,74,3,1,4,Married,3420,10205,No,12,3,3,80,17,2,6,1
25,Yes,Sales,9,Life Sciences,1,1439,1,Male,68,2,1,1,Married,4400,15182,No,12,3,1,80,6,3,3,2
37,No,Research & Development,5,Technical Degree,1,1440,3,Male,84,4,1,3,Single,3500,25470,No,14,3,1,80,7,1,6,1
56,No,Research & Development,1,Life Sciences,1,1441,1,Female,90,3,1,1,Married,2066,10494,No,22,4,4,80,5,4,3,1
47,No,Research & Development,2,Medical,1,1443,1,Female,82,3,4,3,Married,17169,26703,No,19,3,2,80,26,4,20,5
24,No,Sales,4,Medical,1,1445,4,Female,42,3,2,3,Married,4162,15211,Yes,12,3,3,80,5,3,5,0
32,No,Sales,7,Marketing,1,1446,4,Male,97,3,2,4,Married,9204,23343,No,12,3,3,80,7,2,4,0
34,No,Research & Development,1,Life Sciences,1,1447,4,Female,86,2,1,2,Married,3294,3708,No,17,3,1,80,7,2,5,0
41,No,Research & Development,5,Medical,1,1448,2,Male,90,4,1,3,Married,2127,5561,Yes,12,3,1,80,7,2,4,0
40,No,Research & Development,9,Other,1,1449,3,Male,81,3,2,3,Divorced,3975,23099,No,11,3,3,80,11,4,8,0
31,No,Sales,8,Life Sciences,1,1453,1,Male,31,3,3,4,Divorced,10793,8386,No,18,3,1,80,13,3,13,9
46,Yes,Sales,9,Marketing,1,1457,1,Male,52,3,3,4,Divorced,10096,15986,No,11,3,1,80,28,4,7,4
39,Yes,Research & Development,2,Life Sciences,1,1458,1,Female,54,2,1,1,Single,3646,17181,Yes,23,4,2,80,11,4,1,0
31,Yes,Research & Development,1,Life Sciences,1,1459,3,Female,100,4,3,2,Single,7446,8931,No,11,3,1,80,10,3,10,4
45,No,Research & Development,20,Medical,1,1460,2,Male,95,1,3,1,Divorced,10851,19863,Yes,18,3,2,80,24,3,7,0
31,No,Human Resources,8,Medical,1,1461,4,Female,96,4,1,2,Single,2109,24609,No,18,3,4,80,8,3,3,0
31,Yes,Research & Development,2,Life Sciences,1,1464,2,Male,94,3,1,4,Married,3722,21081,Yes,13,3,3,80,7,1,2,2
45,No,Research & Development,29,Technical Degree,1,1465,2,Male,55,3,3,4,Married,9380,14720,Yes,18,3,4,80,10,4,3,1
48,No,Sales,7,Marketing,1,1466,3,Male,96,3,2,1,Divorced,5486,24795,No,11,3,1,80,15,3,2,2
34,Yes,Human Resources,9,Technical Degree,1,1467,1,Female,52,3,1,3,Married,2742,3072,No,15,3,4,80,2,3,2,2
40,No,Research & Development,8,Medical,1,1468,4,Male,55,2,3,2,Divorced,13757,25178,No,11,3,3,80,16,3,9,4
28,No,Sales,5,Medical,1,1469,4,Male,84,3,2,1,Single,8463,23490,No,18,3,4,80,6,3,5,1
44,No,Research & Development,5,Life Sciences,1,1471,3,Male,90,2,1,3,Single,3162,7973,No,14,3,4,80,7,3,5,0
53,No,Research & Development,2,Medical,1,1472,4,Male,39,4,4,2,Single,16598,19764,No,12,3,2,80,35,2,9,8
49,No,Research & Development,5,Technical Degree,1,1473,1,Male,96,3,2,3,Married,6651,21534,No,14,3,2,80,20,2,3,1
40,No,Research & Development,2,Medical,1,1474,3,Male,68,3,1,3,Divorced,2345,8045,No,14,3,3,80,8,4,3,1
44,No,Research & Development,20,Life Sciences,1,1475,4,Male,49,3,1,2,Single,3420,21158,No,13,3,3,80,6,2,5,1
33,No,Sales,7,Medical,1,1477,4,Male,54,3,2,1,Married,4373,17456,No,14,3,1,80,5,3,4,0
34,No,Sales,3,Other,1,1478,4,Male,81,1,2,1,Single,4759,15891,No,18,3,4,80,15,3,13,3
30,No,Sales,16,Life Sciences,1,1479,4,Male,96,3,2,3,Married,5301,2939,No,15,3,3,80,4,2,2,2
42,No,Research & Development,9,Medical,1,1480,1,Female,74,3,1,4,Single,3673,16458,No,13,3,3,80,12,3,12,5
44,No,Sales,1,Marketing,1,1481,1,Female,79,3,2,3,Married,4768,9282,No,12,3,3,80,11,2,1,0
30,No,Research & Development,7,Technical Degree,1,1482,3,Male,64,3,1,3,Divorced,1274,7152,No,13,3,2,80,1,2,1,0
57,No,Research & Development,1,Life Sciences,1,1483,2,Male,93,4,2,3,Married,4900,2721,No,24,4,1,80,13,2,12,2
49,No,Research & Development,7,Life Sciences,1,1484,3,Male,35,3,3,2,Divorced,10466,20948,No,14,3,2,80,29,3,8,0
34,No,Research & Development,15,Medical,1,1485,2,Male,71,3,4,1,Divorced,17007,11929,No,14,3,4,80,16,2,14,6
28,Yes,Sales,1,Technical Degree,1,1486,1,Male,92,3,1,3,Married,2909,15747,No,15,3,4,80,5,4,3,1
29,Yes,Sales,13,Technical Degree,1,1487,1,Female,51,3,2,2,Single,5765,17485,No,11,3,1,80,7,1,5,0
34,Yes,Sales,24,Medical,1,1489,1,Female,40,2,2,2,Single,4599,7815,Yes,23,4,3,80,16,4,15,10
35,No,Sales,7,Life Sciences,1,1492,4,Male,76,3,1,3,Married,2404,16192,No,13,3,1,80,1,3,1,0
24,Yes,Research & Development,9,Medical,1,1494,2,Male,89,3,1,1,Single,3172,16998,Yes,11,3,3,80,4,2,0,0
24,No,Sales,13,Life Sciences,1,1495,4,Female,78,3,1,2,Married,2033,7103,No,13,3,3,80,1,3,1,0
44,No,Research & Development,2,Medical,1,1496,2,Male,86,3,3,3,Single,10209,19719,Yes,18,3,2,80,16,2,2,2
29,No,Sales,19,Life Sciences,1,1497,3,Male,77,2,2,3,Divorced,8620,23757,No,14,3,3,80,10,3,10,0
30,No,Human Resources,1,Life Sciences,1,1499,3,Male,46,3,1,3,Divorced,2064,15428,No,21,4,1,80,6,4,5,1
55,No,Research & Development,4,Life Sciences,1,1501,4,Male,30,3,2,3,Married,4035,16143,Yes,16,3,2,80,4,3,3,1
33,No,Research & Development,4,Medical,1,1502,1,Female,82,2,1,2,Married,3838,8192,No,11,3,4,80,8,3,5,0
47,No,Sales,14,Medical,1,1503,3,Female,78,3,2,3,Married,4591,24200,Yes,17,3,3,80,11,2,5,1
28,Yes,Research & Development,2,Medical,1,1504,3,Male,38,2,1,1,Single,2561,5355,No,11,3,3,80,8,2,0,0
28,No,Research & Development,1,Life Sciences,1,1506,1,Male,72,2,1,3,Divorced,1563,12530,No,14,3,4,80,1,1,1,0
28,No,Sales,7,Life Sciences,1,1507,3,Male,55,3,2,1,Single,4898,11827,No,14,3,4,80,5,3,4,1
49,No,Research & Development,3,Medical,1,1509,3,Female,43,2,2,1,Married,4789,23070,No,25,4,1,80,10,3,3,1
29,No,Research & Development,2,Life Sciences,1,1513,4,Female,97,3,1,2,Married,3180,4668,No,13,3,3,80,4,3,3,0
28,No,Research & Development,29,Life Sciences,1,1514,3,Male,96,1,2,2,Married,6549,3173,No,14,3,2,80,8,2,8,1
33,No,Research & Development,8,Life Sciences,1,1515,4,Male,69,3,2,3,Single,6388,22049,Yes,17,3,1,80,14,3,0,0
32,No,Research & Development,10,Medical,1,1516,3,Male,64,3,3,4,Single,11244,21072,No,25,4,2,80,10,4,5,0
54,No,Research & Development,11,Medical,1,1520,2,Female,87,3,4,4,Divorced,16032,24456,No,20,4,1,80,26,3,14,1
29,Yes,Research & Development,1,Technical Degree,1,1522,1,Male,100,2,1,1,Single,2362,7568,No,13,3,3,80,11,1,9,0
44,No,Research & Development,28,Life Sciences,1,1523,4,Male,32,3,4,1,Married,16328,22074,No,13,3,3,80,24,4,20,14
39,No,Research & Development,6,Life Sciences,1,1525,2,Female,32,3,3,2,Single,8376,9150,No,18,3,4,80,9,3,2,2
46,No,Sales,3,Life Sciences,1,1527,3,Female,51,3,4,2,Married,16606,11380,No,12,3,4,80,23,4,13,5
35,No,Research & Development,16,Life Sciences,1,1529,4,Female,91,2,3,2,Single,8606,21195,No,19,3,4,80,11,1,11,3
23,No,Research & Development,20,Life Sciences,1,1533,1,Male,97,3,2,3,Single,2272,24812,No,14,3,2,80,5,3,4,1
40,Yes,Research & Development,9,Life Sciences,1,1534,4,Male,86,3,1,1,Single,2018,21831,No,14,3,2,80,15,1,5,1
34,No,Sales,1,Technical Degree,1,1535,4,Male,64,2,3,3,Married,7083,12288,Yes,14,3,4,80,10,3,10,8
31,Yes,Research & Development,3,Life Sciences,1,1537,4,Female,33,3,1,3,Single,4084,4156,No,12,3,1,80,7,1,7,7
50,No,Research & Development,22,Medical,1,1539,3,Male,88,1,4,4,Single,14411,24450,Yes,13,3,4,80,32,3,32,13
34,No,Sales,7,Technical Degree,1,1541,2,Male,55,3,1,3,Married,2308,4944,Yes,25,4,2,80,12,3,11,5
42,No,Research & Development,2,Medical,1,1542,3,Male,68,2,1,2,Married,4841,24052,No,14,3,2,80,4,3,1,0
37,No,Research & Development,13,Medical,1,1543,1,Male,47,3,2,4,Married,4285,3031,No,17,3,1,80,10,3,10,3
29,No,Research & Development,8,Other,1,1544,3,Female,39,1,2,1,Married,9715,7288,No,13,3,3,80,9,3,7,0
33,No,Research & Development,25,Life Sciences,1,1545,4,Male,44,2,2,2,Single,4320,24152,No,13,3,4,80,5,3,5,0
45,No,Research & Development,28,Technical Degree,1,1546,4,Male,97,3,1,4,Married,2132,4585,No,20,4,4,80,8,3,5,0
42,No,Research & Development,2,Life Sciences,1,1547,4,Male,40,3,3,4,Married,10124,18611,Yes,14,3,3,80,24,1,20,13
40,No,Sales,9,Medical,1,1548,1,Male,47,3,2,1,Married,5473,19345,No,12,3,4,80,9,4,8,7
33,No,Research & Development,28,Life Sciences,1,1549,2,Male,79,3,2,3,Married,5207,22949,Yes,12,3,2,80,15,3,15,5
40,No,Human Resources,6,Medical,1,1550,3,Male,38,3,4,4,Single,16437,17381,Yes,21,4,4,80,21,3,21,7
24,No,Research & Development,21,Technical Degree,1,1551,3,Male,57,2,1,1,Divorced,2296,10036,No,14,3,2,80,2,3,1,0
